"Method","Company #","Company","Address","Order #","Name","#","Last","Ship Date","Invoice Amount","Status"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","78915","fin-Phoenix Const 41354 drawer #1","10","none","Jul 13,2022","1,372.18","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","78777","fin-Vall-Spinosa 41353 7-19 drawer","10","BOXES-On Pallet 07/12/2022 11:24 AM","Jul 13,2022","898.76","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","78732","fin-Ikka Const 41676 7-22 (78709) drawers #2","13","BOXES-On Pallet 07/12/2022 01:25 PM","Jul 13,2022","1,030.01","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","78709","fin-Ikka Const 41676 7-22 #1drawers","10","none","Jul 13,2022","1,439.66","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","79284","fin-Roller 41382 8-9 drawer #1","6","none","Jul 20,2022","907.55","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","79286","fin- Roller 41382 8-9 (79284) drawer #2","17","none","Jul 27,2022","1,258.21","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","79672","fin-Squak Boxes 41383 8-17 drawers #1","9","none","Aug 01,2022","1,354.17","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","79709","fin-CohoConst 41439 8-22 drawers","2","none","Aug 02,2022","188.61","Ship Order"
"Coast truck","357","Superior Custom Cabinets","19014A Des Moines Memorial Dr. S, Seatac, WA 98148","79698","fin- Squak Boxes 41383 8-17 (79672) drawer #2","9","none","Aug 03,2022","668.41","Ship Order"
"Coast truck","954","Level Millwork LLC","1906 Occidental Ave. S, Seattle, WA 98134","74998","fin-Robbins drawers","8","BOXES-Loaded in Truck 05/31/2022 01:50 PM","Jun 01,2022","664.28","Payment Needed"
"Coast truck","954","Level Millwork LLC","1906 Occidental Ave. S, Seattle, WA 98134","78014","88th ave kit.","66","BOXES-Loaded in Truck 06/14/2022 04:06 PM","Jun 15,2022","2,783.48","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","76872","137343","1","DOORS-Loaded in Truck 05/31/2022 01:48 PM","Jun 01,2022","160.74","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","78778","136324 edgebanded","36","SPECIALTY-Loaded on Truck 06/28/2022 04:37 PM","Jun 29,2022","1,163.76","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79161","133785 edgebanded DOORS","48","SPECIALTY-Loaded on Truck 06/28/2022 04:37 PM","Jun 29,2022","1,771.84","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79162","138325 edgebanded DOORS","9","SPECIALTY-Loaded on Truck 06/28/2022 04:37 PM","Jun 29,2022","263.04","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79274","137343 DOORS","1","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","165.11","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79262","137060 edgebanded DOORS","17","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","707.99","Payment Needed"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79487","sample hickory DOORS","2","DOORS-On Pallet 07/08/2022 10:24 AM","Jul 13,2022","43.44","Ship Order"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79395","138391 DOORS","7","DOORS-On Pallet 07/08/2022 09:09 AM","Jul 13,2022","245.07","Ship Order"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79396","138287 DOORS edgebanded","1","SPECIALTY-On Pallet 07/12/2022 12:42 PM","Jul 13,2022","70.57","Ship Order"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79447","Copy of 136324 edgebanded (78778)","7","none","Jul 13,2022","201.32","Ship Order"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79603","138562 DOORS","2","DOORS-Cutlisted - In Process 07/11/2022 06:31 AM","Jul 20,2022","121.96","Ship Order"
"Coast truck","396","Husky Door","9015 Vernon Road, Lake Stevens, WA 98258","79639","  138391 DOORS (79604)","5","DOORS-Solid Panel - Profiling 07/12/2022 06:45 AM","Jul 20,2022","215.85","Ship Order"
"Coast truck","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","76427","FIN-Razwick Master & Powder","27","DOORS-Loaded in Truck 06/07/2022 02:47 PM","Jun 08,2022","2,600.43","Payment Needed"
"Coast truck","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","77997"," Razwick (77977)face frame stock","8","DOORS-Loaded in Truck 06/07/2022 02:47 PM","Jun 08,2022","174.36","Payment Needed"
"Coast truck","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","77977","FIN-Razwick","7","DOORS-Loaded in Truck 06/07/2022 02:46 PM","Jun 08,2022","278.07","Payment Needed"
"Coast truck","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","79617","Remake of FIN-Razwick Master & Powder (76427)","1","SPECIALTY-Done 07/12/2022 10:30 AM","Jul 20,2022","0.00","Ship Order"
"Coast truck","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","79616","Re-Do of FIN-Razwick Master & Powder (76427)","1","SPECIALTY-Done 07/12/2022 10:30 AM","Jul 20,2022","78.95","Ship Order"
"Coast truck","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","79540","Remake of FIN-Razwick Master & Powder (76427)","0","none","Jul 25,2022","0.00","Ship Order"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77985","Morris DOORS","12","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","493.93","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77986","fin-Morris DRAWERS","3","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","164.78","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77987","Steve DOORS","11","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","478.67","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77988","fin-Steve DRAWERS","3","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","198.70","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77045","shelly koehn project","4","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","406.22","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77870","Carie DOORS s alder","30","BOXES-Loaded in Truck 06/14/2022 04:07 PM","Jun 15,2022","1,423.46","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77872","fin-Carie DRAWERS","62","BOXES-Loaded in Truck 06/14/2022 04:07 PM","Jun 15,2022","4,419.99","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78475","Phillip DOORS","102","DOORS-Loaded in Truck 06/28/2022 03:53 PM","Jun 29,2022","2,286.96","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","77982","Carie DOORS mdf routed","103","DOORS-Loaded in Truck 06/28/2022 03:53 PM","Jun 29,2022","2,262.65","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78411","fin-Phillip DRAWERS #1","32","BOXES-Loaded in Truck 06/28/2022 03:54 PM","Jun 29,2022","2,382.28","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78557","  fin-Phillip DRAWERS (78411) #2","4","BOXES-Loaded in Truck 06/28/2022 03:54 PM","Jun 29,2022","278.04","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78690","Impel #516 DOORS","35","DOORS-Loaded in Truck 06/28/2022 03:53 PM","Jul 05,2022","637.63","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78691","fin-Impel #516 DRAWERS","17","BOXES-On Pallet 07/01/2022 02:09 PM","Jul 05,2022","1,343.51","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78692","#314 DOORS mdf routed","79","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 05,2022","1,769.37","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78693","fin-#314 DRAWERS","33","BOXES-On Pallet 07/01/2022 02:09 PM","Jul 05,2022","2,461.33","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78689","fin-Hawkins DRAWERS","10","BOXES-On Pallet 07/01/2022 02:09 PM","Jul 06,2022","977.05","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","79521","epoxy sticks","0","none","Jul 06,2022","86.40","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78781","hawkins ply doors","33","DOORS-Loaded in Truck 07/01/2022 02:08 PM","Jul 06,2022","2,836.05","Payment Needed"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","79655","Copy of Carie DOORS mdf routed (77982)","1","DOORS-On Pallet 07/11/2022 09:20 AM","Jul 13,2022","29.86","Ship Order"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78957","sageland 313 riverside","3","DOORS-On Pallet 07/07/2022 10:14 AM","Jul 13,2022","131.32","Ship Order"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78827","Conner DOORS","60","DOORS-On Pallet 07/07/2022 10:13 AM","Jul 13,2022","1,243.35","Ship Order"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78828","fin-Conner DRAWERS","24","none","Jul 13,2022","1,894.84","Ship Order"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78829","White job DOORS","57","DOORS-On Pallet 07/08/2022 06:28 AM","Jul 13,2022","3,398.01","Ship Order"
"Coast truck","180","Pine Ridge Cabinets","31 Coyote Drive, Tonasket, WA 98855","78830","fin-White job DRAWERS","25","BOXES-On Pallet 07/12/2022 01:24 PM","Jul 13,2022","1,914.68","Ship Order"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","78642","finish order ","5","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","264.56","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","76503","FIN- PARMENTER","118","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","9,134.48","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","76478","fin- parmenter drawers","84","BOXES-Loaded in Truck 06/07/2022 02:45 PM","Jun 08,2022","5,997.80","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","76479","parmenter alder","38","DOORS-Loaded in Truck 06/07/2022 02:47 PM","Jun 08,2022","1,348.35","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","76480","parmenter pt gr","24","DOORS-Loaded in Truck 06/07/2022 02:48 PM","Jun 08,2022","967.80","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","77413","FIN-parmenter doors","3","DOORS-On Pallet 06/13/2022 11:14 AM","Jun 15,2022","356.40","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","77443","FIN-parmenter doors (77413) MDX","20","SPECIALTY-On Pallet 06/14/2022 06:24 AM","Jun 15,2022","4,295.15","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","78804","Copy of fin- parmenter drawers (76478)","7","BOXES-Loaded in Truck 06/28/2022 03:54 PM","Jun 29,2022","476.85","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","79281","Remake of FIN-permenter doors(78191)","3","DOORS-Loaded in Truck 07/01/2022 02:06 PM","Jul 06,2022","246.32","Payment Needed"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","79054","add to FIN-veranda vineyard (72806)","4","DOORS-Finish-completed 07/11/2022 01:50 PM","Jul 13,2022","705.32","Ship Order"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","79421","Kirk DOORS k.alder","19","DOORS-Cutlisted - In Process 07/12/2022 06:13 AM","Jul 20,2022","1,452.79","Ship Order"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","79422","Kirk DOORS pg maple","43","DOORS-Solid Panel - Profiling 07/12/2022 09:14 AM","Jul 20,2022","2,306.35","Ship Order"
"Coast truck","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","79381"," add FIN-carlton (76780)","4","DOORS-Finish- in process 07/11/2022 08:33 AM","Jul 20,2022","349.04","Ship Order"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78022","Bedford Painted 2 of 2 DOORS","31","DOORS-Loaded in Truck 06/07/2022 01:45 PM","Jun 08,2022","1,705.44","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78023","Bedford Painted 2 of 2 DRAWERS","16","BOXES-Loaded in Truck 06/07/2022 01:45 PM","Jun 08,2022","1,202.55","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78368","C Anderson kit & pantry DRAWERS","30","BOXES-On Pallet 06/13/2022 07:07 AM","Jun 15,2022","2,380.74","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78421","  C. Anderson Kit  & Pantry (78367) end panels","7","DOORS-On Pallet 06/14/2022 10:20 AM","Jun 15,2022","2,974.26","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78367","C. Anderson Kit  & Pantry","59","DOORS-On Pallet 06/14/2022 10:55 AM","Jun 15,2022","6,349.89","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78440","C. Anderson Mud and Laundry DRAWERS","23","BOXES-On Pallet 06/15/2022 05:45 AM","Jun 16,2022","1,841.96","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78518","C> Anderson Others 1 of 2 DRAWERS","48","BOXES-On Pallet 06/20/2022 11:10 AM","Jun 22,2022","3,907.98","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78575","C> Anderson Others 1 of 2 DOORS (78529) end panels","9","DOORS-On Pallet 06/21/2022 09:08 AM","Jun 22,2022","2,757.63","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78529","C> Anderson Others 1 of 2 DOORS","87","DOORS-On Pallet 06/21/2022 09:13 AM","Jun 22,2022","9,232.43","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78555","C Anderson Others 2 of 2 DOORS","31","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","3,083.14","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78726","Drews Desk DRAWERS","2","BOXES-On Pallet 06/23/2022 11:13 AM","Jun 29,2022","89.32","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78711"," C Anderson Master DOORS (78674) end panels","7","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","2,879.02","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78609","C Anderson Island & Refer DOORS (78580) end panels","8","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","5,528.88","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78674","C Anderson Master DOORS","43","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","3,191.26","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78580","C Anderson Island & Refer DOORS","15","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","1,214.73","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78582","C Anderson Island & Refer DRAWERS","12","BOXES-On Pallet 06/23/2022 11:13 AM","Jun 29,2022","1,079.91","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78675","C Anderson Master DRAWERS","27","BOXES-On Pallet 06/23/2022 11:13 AM","Jun 29,2022","1,893.95","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78702","Copy of Johnson Rogers Laundry/Pantry DOORS (70643","2","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","106.74","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78710","Paterson Master 2022 DOORS","4","DOORS-Loaded in Truck 06/28/2022 03:52 PM","Jun 29,2022","253.22","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78940","MB Daminao His Closet DOORS","12","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","583.92","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78799","Paterson Den 6/22 DOORS","4","DOORS-On Pallet 06/29/2022 10:55 AM","Jul 06,2022","213.20","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78877"," MB Damiano Her Bath DOORS (78860) edgebanded","11","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","252.89","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78860","MB Damiano Her Bath DOORS","21","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","1,041.83","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78842","  Wiberg ADDS DOORS (78825) end panels","2","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","773.12","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78861","MB Damiano Her Bath DRAWERS","20","BOXES-On Pallet 07/01/2022 02:08 PM","Jul 06,2022","1,152.43","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78825","Wiberg ADDS DOORS","24","DOORS-Loaded in Truck 07/01/2022 02:07 PM","Jul 06,2022","1,355.95","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78844"," Wiberg ADDS DRAWERS (78826) flush bottom","1","BOXES-On Pallet 07/01/2022 02:08 PM","Jul 06,2022","68.21","Payment Needed"
"Coast truck","10","Freeze Manufacturing Inc","165 Shannon Ln., Priest River, ID 83856","78826","Wiberg ADDS DRAWERS","12","BOXES-On Pallet 07/01/2022 02:08 PM","Jul 06,2022","858.38","Payment Needed"
